author_code,author_name,dblp_link,count
1124, Mike Spreitzer,  https://dblp.uni-trier.de/pers/hd/s/Spreitzer:Mike, 2
1125, Malgorzata Steinder,  https://dblp.uni-trier.de/pers/hd/s/Steinder:Malgorzata, 2
1126, Maxim Sviridenko,  https://dblp.uni-trier.de/pers/hd/s/Sviridenko:Maxim, 2
1127, Jingyu Zhou,  https://dblp.uni-trier.de/pers/hd/z/Zhou:Jingyu, 3
1128, Tao Yang,  https://dblp.uni-trier.de/pers/hd/y/Yang_0009:Tao, 9
1129, Rong Jin,  https://dblp.uni-trier.de/pers/hd/j/Jin:Rong, 9
1130, Qiang Yang,  https://dblp.uni-trier.de/pers/hd/y/Yang_0001:Qiang, 37
1131, John K. Debenham,  https://dblp.uni-trier.de/pers/hd/d/Debenham:John_K=, 2
1132, Ingemar J. Cox,  https://dblp.uni-trier.de/pers/hd/c/Cox:Ingemar_J=, 13
1133, Harry Halpin,  https://dblp.uni-trier.de/pers/hd/h/Halpin:Harry, 4
1134, Henry S. Thompson,  https://dblp.uni-trier.de/pers/hd/t/Thompson:Henry_S=, 2
1135, Matthew Richardson,  https://dblp.uni-trier.de/pers/hd/r/Richardson:Matthew, 7
1136, Eric Brill,  https://dblp.uni-trier.de/pers/hd/b/Brill:Eric, 4
1137, Soumen Chakrabarti,  https://dblp.uni-trier.de/pers/hd/c/Chakrabarti:Soumen, 14
1138, Kriti Puniyani,  https://dblp.uni-trier.de/pers/hd/p/Puniyani:Kriti, 2
1139, Junghoo Cho,  https://dblp.uni-trier.de/pers/hd/c/Cho:Junghoo, 17
1140, Collin Jackson,  https://dblp.uni-trier.de/pers/hd/j/Jackson:Collin, 6
1141, Andrew Bortz,  https://dblp.uni-trier.de/pers/hd/b/Bortz:Andrew, 2
1142, Dan Boneh,  https://dblp.uni-trier.de/pers/hd/b/Boneh:Dan, 4
1143, John C. Mitchell,  https://dblp.uni-trier.de/pers/hd/m/Mitchell:John_C=, 2
1144, Rohit Khare,  https://dblp.uni-trier.de/pers/hd/k/Khare:Rohit, 2
1145, Frank van Harmelen,  https://dblp.uni-trier.de/pers/hd/h/Harmelen:Frank_van, 3
1146, Nigel Shadbolt,  https://dblp.uni-trier.de/pers/hd/s/Shadbolt:Nigel, 6
1147, Tim Berners-Lee,  https://dblp.uni-trier.de/pers/hd/b/Berners=Lee:Tim, 3
1148, James A. Hendler,  https://dblp.uni-trier.de/pers/hd/h/Hendler:James_A=, 5
1149, Paolo Ferragina,  https://dblp.uni-trier.de/pers/hd/f/Ferragina:Paolo, 9
1150, S. Muthukrishnan,  https://dblp.uni-trier.de/pers/hd/m/Muthukrishnan:S=, 18
1151, Bhaskaran Raman,  https://dblp.uni-trier.de/pers/hd/r/Raman:Bhaskaran, 2
1152, Bowei Du,  https://dblp.uni-trier.de/pers/hd/d/Du:Bowei, 2
1153, Eric A. Brewer,  https://dblp.uni-trier.de/pers/hd/b/Brewer:Eric_A=, 4
1154, Kentaro Toyama,  https://dblp.uni-trier.de/pers/hd/t/Toyama:Kentaro, 2
1155, Tapan S. Parikh,  https://dblp.uni-trier.de/pers/hd/p/Parikh:Tapan_S=, 3
1156, Edward D. Lazowska,  https://dblp.uni-trier.de/pers/hd/l/Lazowska:Edward_D=, 2
1157, Prasad Pingali,  https://dblp.uni-trier.de/pers/hd/p/Pingali:Prasad, 2
1158, Jagadeesh Jagarlamudi,  https://dblp.uni-trier.de/pers/hd/j/Jagarlamudi:Jagadeesh, 3
1159, Vasudeva Varma,  https://dblp.uni-trier.de/pers/hd/v/Varma:Vasudeva, 19
1160, Marcus Fontoura,  https://dblp.uni-trier.de/pers/hd/f/Fontoura:Marcus, 16
1161, Eugene J. Shekita,  https://dblp.uni-trier.de/pers/hd/s/Shekita:Eugene_J=, 8
1162, Zaiqing Nie,  https://dblp.uni-trier.de/pers/hd/n/Nie:Zaiqing, 11
1163, Ji-Rong Wen,  https://dblp.uni-trier.de/pers/hd/w/Wen:Ji=Rong, 48
1164, Lee Wang,  https://dblp.uni-trier.de/pers/hd/w/Wang:Lee, 2
1165, Ying Li,  https://dblp.uni-trier.de/pers/hd/l/Li:Ying, 8
1166, Martin Halvey,  https://dblp.uni-trier.de/pers/hd/h/Halvey:Martin, 7
1167, Mark T. Keane,  https://dblp.uni-trier.de/pers/hd/k/Keane:Mark_T=, 4
1168, Barry Smyth,  https://dblp.uni-trier.de/pers/hd/s/Smyth:Barry, 22
1169, Ganesan Velayathan,  https://dblp.uni-trier.de/pers/hd/v/Velayathan:Ganesan, 2
1170, Seiji Yamada,  https://dblp.uni-trier.de/pers/hd/y/Yamada:Seiji, 2
1171, Melanie Kellar,  https://dblp.uni-trier.de/pers/hd/k/Kellar:Melanie, 2
1172, Tom Hope,  https://dblp.uni-trier.de/pers/hd/h/Hope:Tom, 2
1173, Marta Gatius,  https://dblp.uni-trier.de/pers/hd/g/Gatius:Marta, 3
1174, Meritxell Gonzalez,  https://dblp.uni-trier.de/pers/hd/g/Gonz=aacute=lez:Meritxell, 3
1175, Mor Naaman,  https://dblp.uni-trier.de/pers/hd/n/Naaman:Mor, 21
1176, Tamir Tassa,  https://dblp.uni-trier.de/pers/hd/t/Tassa:Tamir, 7
1177, Marc Davis,  https://dblp.uni-trier.de/pers/hd/d/Davis:Marc, 2
1178, Lora Aroyo,  https://dblp.uni-trier.de/pers/hd/a/Aroyo:Lora, 3
1179, Omar Alonso,  https://dblp.uni-trier.de/pers/hd/a/Alonso:Omar, 27
1180, Andreas Harth,  https://dblp.uni-trier.de/pers/hd/h/Harth:Andreas, 7
1181, Sebastian Ryszard Kruk,  https://dblp.uni-trier.de/pers/hd/k/Kruk:Sebastian_Ryszard, 2
1182, Stefan Decker,  https://dblp.uni-trier.de/pers/hd/d/Decker:Stefan, 7
1183, Philipp Cimiano,  https://dblp.uni-trier.de/pers/hd/c/Cimiano:Philipp, 4
1184, Peter Haase,  https://dblp.uni-trier.de/pers/hd/h/Haase_0001:Peter, 3
1185, Yimin Wang,  https://dblp.uni-trier.de/pers/hd/w/Wang:Yimin, 2
1186, Erik Wilde,  https://dblp.uni-trier.de/pers/hd/w/Wilde:Erik, 13
1187, Asuncion Gomez-Perez,  https://dblp.uni-trier.de/pers/hd/g/G=oacute=mez=P=eacute=rez:Asunci=oacute=n, 5
1188, Yoshiki Mikami,  https://dblp.uni-trier.de/pers/hd/m/Mikami:Yoshiki, 4
1189, Brian Kelly,  https://dblp.uni-trier.de/pers/hd/k/Kelly:Brian, 2
1190, Marina Buzzi,  https://dblp.uni-trier.de/pers/hd/b/Buzzi:Marina, 2
1191, Barbara Leporini,  https://dblp.uni-trier.de/pers/hd/l/Leporini:Barbara, 2
1192, Carlos Castillo,  https://dblp.uni-trier.de/pers/hd/c/Castillo_0001:Carlos, 33
1193, Hila Becker,  https://dblp.uni-trier.de/pers/hd/b/Becker:Hila, 6
1194, Adam Jatowt,  https://dblp.uni-trier.de/pers/hd/j/Jatowt:Adam, 20
1195, Yukiko Kawai,  https://dblp.uni-trier.de/pers/hd/k/Kawai:Yukiko, 5
1196, Satoshi Nakamura,  https://dblp.uni-trier.de/pers/hd/n/Nakamura:Satoshi, 7
1197, Yutaka Kidawara,  https://dblp.uni-trier.de/pers/hd/k/Kidawara:Yutaka, 2
1198, Toufeeq Hussain,  https://dblp.uni-trier.de/pers/hd/h/Hussain:Toufeeq, 2
1199, Huajing Li,  https://dblp.uni-trier.de/pers/hd/l/Li:Huajing, 5
1200, Isaac G. Councill,  https://dblp.uni-trier.de/pers/hd/c/Councill:Isaac_G=, 4
1201, Wang-Chien Lee,  https://dblp.uni-trier.de/pers/hd/l/Lee:Wang=Chien, 53
1202, Daniel Schwabe,  https://dblp.uni-trier.de/pers/hd/s/Schwabe:Daniel, 2
1203, Jie Liu,  https://dblp.uni-trier.de/pers/hd/l/Liu:Jie, 10
1204, Liang Feng,  https://dblp.uni-trier.de/pers/hd/f/Feng:Liang, 2
1205, Martin Nussbaumer,  https://dblp.uni-trier.de/pers/hd/n/Nussbaumer:Martin, 3
1206, Patrick Freudenstein,  https://dblp.uni-trier.de/pers/hd/f/Freudenstein:Patrick, 2
1207, Martin Gaedke,  https://dblp.uni-trier.de/pers/hd/g/Gaedke:Martin, 7
1208, Johannes Meinecke,  https://dblp.uni-trier.de/pers/hd/m/Meinecke:Johannes, 2
1209, Frederic Majer,  https://dblp.uni-trier.de/pers/hd/m/Majer:Frederic, 2
1210, Geert-Jan Houben,  https://dblp.uni-trier.de/pers/hd/h/Houben:Geert=Jan, 5
1211, Robert Baumgartner,  https://dblp.uni-trier.de/pers/hd/b/Baumgartner:Robert, 5
1212, Alessandro Bozzon,  https://dblp.uni-trier.de/pers/hd/b/Bozzon:Alessandro, 14
1213, Piero Fraternali,  https://dblp.uni-trier.de/pers/hd/f/Fraternali:Piero, 8
1214, Qiang Ma,  https://dblp.uni-trier.de/pers/hd/m/Ma_0001:Qiang, 13
1215, Xiaotie Deng,  https://dblp.uni-trier.de/pers/hd/d/Deng:Xiaotie, 3
1216, Liu Wenyin,  https://dblp.uni-trier.de/pers/hd/w/Wenyin:Liu, 2
1217, Xiang Peng,  https://dblp.uni-trier.de/pers/hd/p/Peng:Xiang, 2
1218, Irwin King,  https://dblp.uni-trier.de/pers/hd/k/King:Irwin, 43
1219, Keiji Yanai,  https://dblp.uni-trier.de/pers/hd/y/Yanai:Keiji, 4
1220, Gilad Mishne,  https://dblp.uni-trier.de/pers/hd/m/Mishne:Gilad, 9
1221, Maarten de Rijke,  https://dblp.uni-trier.de/pers/hd/r/Rijke:Maarten_de, 117
1222, Ricardo A. Baeza-Yates,  https://dblp.uni-trier.de/pers/hd/b/Baeza=Yates:Ricardo_A=, 47
1223, Michael Maslov,  https://dblp.uni-trier.de/pers/hd/m/Maslov:Michael, 2
1224, Ilya Segalovich,  https://dblp.uni-trier.de/pers/hd/s/Segalovich:Ilya, 2
1225, Pavel Braslavski,  https://dblp.uni-trier.de/pers/hd/b/Braslavski:Pavel, 3
1226, Bernhard Krupl,  https://dblp.uni-trier.de/pers/hd/k/Kr=uuml=pl:Bernhard, 5
1227, Marcus Herzog,  https://dblp.uni-trier.de/pers/hd/h/Herzog:Marcus, 3
1228, Gilles Venturini,  https://dblp.uni-trier.de/pers/hd/v/Venturini:Gilles, 2
1229, Christiane Guinot,  https://dblp.uni-trier.de/pers/hd/g/Guinot:Christiane, 2
1230, Klaus Berberich,  https://dblp.uni-trier.de/pers/hd/b/Berberich:Klaus, 25
1231, Srikanta J. Bedathur,  https://dblp.uni-trier.de/pers/hd/b/Bedathur:Srikanta_J=, 19
1232, Michalis Vazirgiannis,  https://dblp.uni-trier.de/pers/hd/v/Vazirgiannis:Michalis, 21
1233, Gerhard Weikum,  https://dblp.uni-trier.de/pers/hd/w/Weikum:Gerhard, 92
1234, Luca Becchetti,  https://dblp.uni-trier.de/pers/hd/b/Becchetti:Luca, 5
1235, Xiaodong Shi,  https://dblp.uni-trier.de/pers/hd/s/Shi:Xiaodong, 2
1236, Christopher C. Yang,  https://dblp.uni-trier.de/pers/hd/y/Yang:Christopher_C=, 8
1237, Blaz Fortuna,  https://dblp.uni-trier.de/pers/hd/f/Fortuna:Blaz, 3
1238, Marko Grobelnik,  https://dblp.uni-trier.de/pers/hd/g/Grobelnik:Marko, 5
1239, Dunja Mladenic,  https://dblp.uni-trier.de/pers/hd/m/Mladenic:Dunja, 4
1240, Ah-Hwee Tan,  https://dblp.uni-trier.de/pers/hd/t/Tan:Ah=Hwee, 2
1241, Barbara Poblete,  https://dblp.uni-trier.de/pers/hd/p/Poblete:Barbara, 10
1242, Man-Kwan Shan,  https://dblp.uni-trier.de/pers/hd/s/Shan:Man=Kwan, 4
1243, Suh-Yin Lee,  https://dblp.uni-trier.de/pers/hd/l/Lee:Suh=Yin, 3
1244, Xiaojun Wan,  https://dblp.uni-trier.de/pers/hd/w/Wan_0001:Xiaojun, 19
1245, Jianwu Yang,  https://dblp.uni-trier.de/pers/hd/y/Yang:Jianwu, 7
1246, Wolfgang Gatterbauer,  https://dblp.uni-trier.de/pers/hd/g/Gatterbauer:Wolfgang, 18
1247, Qing Li,  https://dblp.uni-trier.de/pers/hd/l/Li:Qing, 4
1248, Adele E. Howe,  https://dblp.uni-trier.de/pers/hd/h/Howe:Adele_E=, 2
1249, Alessandro Campi,  https://dblp.uni-trier.de/pers/hd/c/Campi:Alessandro, 2
1250, Katsuko T. Nakahira,  https://dblp.uni-trier.de/pers/hd/n/Nakahira:Katsuko_T=, 3
1251, Tetsuya Hoshino,  https://dblp.uni-trier.de/pers/hd/h/Hoshino:Tetsuya, 2
1252, Hai Jin,  https://dblp.uni-trier.de/pers/hd/j/Jin_0001:Hai, 11
1253, Hanhua Chen,  https://dblp.uni-trier.de/pers/hd/c/Chen:Hanhua, 3
1254, Marcio L. A. Vidal,  https://dblp.uni-trier.de/pers/hd/v/Vidal:M=aacute=rcio_L=_A=, 2
1255, Altigran Soares da Silva,  https://dblp.uni-trier.de/pers/hd/s/Silva:Altigran_Soares_da, 17
1256, Joao M. B. Cavalcanti,  https://dblp.uni-trier.de/pers/hd/c/Cavalcanti:Jo=atilde=o_M=_B=, 3
1257, Peter Bailey,  https://dblp.uni-trier.de/pers/hd/b/Bailey:Peter, 15
1258, Uri Schonfeld,  https://dblp.uni-trier.de/pers/hd/s/Schonfeld:Uri, 3
1259, Idit Keidar,  https://dblp.uni-trier.de/pers/hd/k/Keidar:Idit, 4
1260, Zhenjiang Lin,  https://dblp.uni-trier.de/pers/hd/l/Lin:Zhenjiang, 2
1261, Kentaro Torisawa,  https://dblp.uni-trier.de/pers/hd/t/Torisawa:Kentaro, 2
1262, Pabitra Mitra,  https://dblp.uni-trier.de/pers/hd/m/Mitra:Pabitra, 5
1263, Jaewoo Kang,  https://dblp.uni-trier.de/pers/hd/k/Kang:Jaewoo, 5
1264, Christos Doulkeridis,  https://dblp.uni-trier.de/pers/hd/d/Doulkeridis:Christos, 19
1265, Kjetil Norvag,  https://dblp.uni-trier.de/pers/hd/n/N=oslash=rv=aring=g:Kjetil, 30
1266, John A. Keane,  https://dblp.uni-trier.de/pers/hd/k/Keane:John_A=, 3
1267, Krisztian Balog,  https://dblp.uni-trier.de/pers/hd/b/Balog:Krisztian, 33
1268, Olfa Nasraoui,  https://dblp.uni-trier.de/pers/hd/n/Nasraoui:Olfa, 5
1269, Adam Marcus,  https://dblp.uni-trier.de/pers/hd/m/Marcus_0002:Adam, 9
1270, Antonio Badia,  https://dblp.uni-trier.de/pers/hd/b/Badia:Antonio, 2
1271, Xin-Jing Wang,  https://dblp.uni-trier.de/pers/hd/w/Wang:Xin=Jing, 9
1272, Lei Zhang,  https://dblp.uni-trier.de/pers/hd/z/Zhang_0001:Lei, 21
1273, Feng Jing,  https://dblp.uni-trier.de/pers/hd/j/Jing:Feng, 5
1274, Oscar Corcho,  https://dblp.uni-trier.de/pers/hd/c/Corcho:=Oacute=scar, 2
1275, Francois Bry,  https://dblp.uni-trier.de/pers/hd/b/Bry:Fran=ccedil=ois, 4
1276, Tim Furche,  https://dblp.uni-trier.de/pers/hd/f/Furche:Tim, 12
